"Date","VOC, ppm","AQS","Temperature, °C","Humidity, %","Pressure, mbar","PM1, ug/m3","PM2.5, ug/m3","PM10, ug/m3","Latitude","Longitude"
"2021-07-08 09:52:00","0.156","90","28","37.0","994.50","","","","53.8064773","-1.8001839"
"2021-07-08 09:53:00","0.204","87","28.1","37.0","994.60","","","","53.8064773","-1.8001839"
"2021-07-08 09:54:00","0.237","85","28.1","37.0","994.50","","","","53.8064773","-1.8001839"
"2021-07-08 09:55:00","0.233","86","28.1","38.0","994.50","","","","53.8064773","-1.8001839"
"2021-07-08 09:56:00","0.235","85","28.1","37.0","994.50","","","","53.8064773","-1.8001839"
"2021-07-08 09:57:00","0.243","85","28","37.0","994.60","","","","53.8064773","-1.8001839"
"2021-07-08 09:58:00","0.27","83","28","37.0","994.60","","","","53.8064773","-1.8001839"
"2021-07-08 09:59:00","0.27","83","28","38.0","994.50","","","","53.8064773","-1.8001839"
"2021-07-08 10:00:00","0.277","83","28","38.0","994.60","","","","53.8064773","-1.8001839"
"2021-07-08 10:01:00","0.289","82","28","38.0","994.50","","","","53.8064773","-1.8001839"
"2021-07-08 10:02:00","0.152","90","27.7","37.0","994.50","3.0","4.0","6.0","53.8064773","-1.8001839"
"2021-07-08 10:03:00","0.156","90","28.1","38.0","994.50","","","","53.8064773","-1.8001839"
"2021-07-08 10:04:00","0.206","87","28.2","38.0","994.60","","","","53.8064773","-1.8001839"
"2021-07-08 10:05:00","0.237","85","28.2","38.0","994.60","","","","53.8064773","-1.8001839"
"2021-07-08 10:06:00","0.248","85","28.2","38.0","994.60","","","","53.8064773","-1.8001839"
"2021-07-08 10:07:00","0.224","86","28.2","38.0","994.60","","","","53.8064773","-1.8001839"
"2021-07-08 10:08:00","0.218","86","28.2","38.0","994.60","","","","53.8064773","-1.8001839"
"2021-07-08 10:09:00","0.229","86","28.2","38.0","994.50","","","","53.8064773","-1.8001839"
"2021-07-08 10:10:00","0.228","86","28.2","38.0","994.60","","","","53.8064773","-1.8001839"
"2021-07-08 10:11:00","0.223","86","28.2","38.0","994.50","","","","53.8064773","-1.8001839"
"2021-07-08 10:12:00","0.281","83","28.2","38.0","994.60","","","","53.8064773","-1.8001839"
"2021-07-08 10:13:00","0.167","89","28","37.0","994.50","3.0","4.0","6.0","53.8064773","-1.8001839"
"2021-07-08 10:14:00","0.184","88","28.2","38.0","994.60","","","","53.8064773","-1.8001839"
"2021-07-08 10:15:00","0.25","85","28.4","38.0","994.60","","","","53.8064773","-1.8001839"
"2021-07-08 10:16:00","0.273","83","28.4","38.0","994.60","","","","53.8064773","-1.8001839"
"2021-07-08 10:17:00","0.286","82","28.4","38.0","994.60","","","","53.8064773","-1.8001839"
"2021-07-08 10:18:00","0.294","82","28.4","38.0","994.60","","","","53.8064773","-1.8001839"
"2021-07-08 10:19:00","0.295","82","28.4","38.0","994.70","","","","53.8064773","-1.8001839"
"2021-07-08 10:20:00","0.305","81","28.3","38.0","994.60","","","","53.8064773","-1.8001839"
"2021-07-08 10:21:00","0.305","81","28.3","38.0","994.60","","","","53.8064773","-1.8001839"
"2021-07-08 10:22:00","0.305","81","28.3","38.0","994.60","","","","53.8064773","-1.8001839"
"2021-07-08 10:23:00","0.303","81","28.3","38.0","994.60","","","","53.8064773","-1.8001839"
"2021-07-08 10:24:00","0.187","88","28.1","37.0","994.70","3.0","4.0","5.0","53.8064773","-1.8001839"
"2021-07-08 10:25:00","0.179","89","28.3","38.0","994.60","","","","53.8064773","-1.8001839"
"2021-07-08 10:26:00","0.252","84","28.5","36.0","994.60","","","","53.8064773","-1.8001839"
"2021-07-08 10:27:00","0.238","85","28.5","36.0","994.70","","","","53.8064773","-1.8001839"
"2021-07-08 10:28:00","0.268","83","28.5","36.0","994.70","","","","53.8064773","-1.8001839"
"2021-07-08 10:29:00","0.302","81","28.5","36.0","994.60","","","","53.8064773","-1.8001839"
"2021-07-08 10:30:00","0.303","81","28.5","36.0","994.60","","","","53.8064773","-1.8001839"
"2021-07-08 10:31:00","0.301","81","28.4","37.0","994.70","","","","53.8064773","-1.8001839"
"2021-07-08 10:32:00","0.305","81","28.4","37.0","994.70","","","","53.8064773","-1.8001839"
"2021-07-08 10:33:00","0.187","88","28.2","37.0","994.70","2.0","4.0","5.0","53.8064823","-1.8001905"
